ID;Target;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29;P30;P31
11727339;0;0;8;4,32;2;0;1;1;0,8;0;5;10;0,08;0;0;0,08;0,37;11,08;0;0;0;0;3,39;3,31;13;11,08;0;0,07;0;4,32;1,04;4,32
11727519;1;0;30,33;18,42;0;0;0,99;1;0,32;0;8;16,67;0,31;2,01;0;0,31;;70,89;3,97;0;0;0;30,67;26,43;57;70,89;0,36;0,13;0,27;;1,09;18,42
11728278;1;0;22,67;14,1;19;0;1,06;1,65;0,65;0;10;24,67;4,82;0,81;0;4,82;0,37;144,36;0;0;14,33;13,69;64,29;55,04;58;;0,55;0,2;0,13;9,32;1,63;9,32
11728966;1;0;30,33;19,67;4;0;0,99;1,1;1;0,16;21;88,67;11,43;2,77;0;11,43;0,37;443,91;3,97;0,33;0;2,93;249,82;236,67;78,33;443,91;0,37;0,2;0,13;9,54;1,31;18,42
11729539;0;0;29,33;;0;0;1,02;0,66;1,02;4,24;68,67;27;41,54;30,64;7,57;33,97;0,37;393,22;0;3,33;0;-10,26;290,61;229,85;168,67;386,78;1,94;0,2;0;9,54;0;9,54
11730539;1;0;10,33;14,47;30;0;0,1;0,78;0;0;5,33;18,67;0;0,13;0;0;0,37;31;2,79;0;0;-4,87;16,64;15,84;34,67;31;0,13;0;0;6,71;0;14,43
11731005;1;7,69;19;14,46;0;1;1,58;1;2,15;0;14;15,33;1,87;2,31;0;1,87;0,37;107,96;0;0;0;0;29,58;24,48;82,33;107,96;0,73;0,07;0;9,54;0,82;14,46
11731333;1;0;;;0;0;0,73;0,84;0,17;0,32;12,33;35;5,71;3,07;0;5,71;0,37;118,59;0;0,33;-0,18;-1,96;56,74;50,43;80,67;;0,92;0,07;0,07;6,56;0,92;6,56
11732274;1;0;23;;30;0;0,39;0,6;0;7,25;20,33;74,33;20,13;10,22;13,29;6,83;0,37;127,75;0;10,33;0;-9,05;99,46;76,86;140;125,74;0,49;0,2;0;;0,87;12,65
11732555;1;0;;23,17;20;0;0,87;0,41;1,29;0,89;14,67;19;101,23;126,36;0;101,23;0,37;222,67;0,4;0,33;-9,55;-20,46;232,05;123,11;63,33;222,67;7,69;0,53;0,6;9,54;1,3;11,57
11732950;1;0;25;11,19;0;0;1;0,86;;4,79;10;12,67;11,16;6,37;0;11,16;0,37;82,66;0;0,67;-2,46;-2,42;61;48,84;29,33;81,36;1,82;0,27;0,07;;1,29;11,18
11733078;1;0;25,67;18,42;10;0;1,09;1;0;0,74;8;18,33;44,42;68,08;4,49;39,93;0,37;86,4;3,97;0,67;0;0;47,85;0,07;65,33;86,4;1,49;0,6;0,73;9,54;0,75;18,42
11734615;1;0;14,33;18,14;29;0;0,56;0,63;0,14;2,43;7,67;26;3,07;2,82;3,07;0;0,37;14,06;3,13;2;0;-10,12;8,73;5,67;15;14,06;0,4;0,4;0,13;7,53;0,58;15,59
11734727;1;0;;14,7;0;0;0,38;0,99;0;0;3;13,67;0;0;0;0;0,37;0,02;0;0;0;-0,3;0,96;0,96;0,67;;0;0;0;9,54;1,64;14,46
11736776;0;0;26;11,25;0;0;0,88;0,92;0,3;0;7,67;41;0,81;0;0;0,81;0,37;5,23;0;0;-2,46;-1,39;33,51;31,26;19,67;;0;0,03;0;9,54;0,39;11,18
11737256;1;7,14;;16,47;0;1;1,57;1,12;2,49;0;8,67;19,33;1,72;1,57;0;1,72;0,37;11,81;3,39;0;0;2,93;7,68;2,67;14,33;11,81;0,58;0,13;0,07;8,16;1;16,47
11738482;1;0;28,67;8,59;0;0;0,91;1;0,42;0;13,67;26;1,09;0;0,04;1,05;0,37;35,04;0;0;0;0;35,54;33,39;67,67;35,03;0;0;0;8,26;1,12;8,26
11739115;0;0;30,33;19,14;5;0;0,99;0,96;0,97;12,43;32,67;51,67;13,46;16,91;1,15;12,31;0,37;587,47;3,97;1,33;0;-1,08;577,96;540,89;246,33;587,47;4,37;0;0;9,54;1,65;18,42
11739255;1;0;27,33;12,82;0;0;0,95;0,74;0;0;4,67;9,33;8,43;12,36;0;8,43;0,37;15,73;0;0;-2,81;-4,92;9,27;0;10,33;14,41;2,15;0,13;0,33;9,54;0,8;11,18
11739981;1;0;16,33;;0;0;1,16;1;1,03;7,07;7;12,67;1,13;8,65;0,91;0,23;0,37;36,94;3,97;1;0;0;6,98;2,74;17,33;31,49;3,94;0,13;0,2;4,32;0,94;8,29
11741295;1;0;19,67;16,93;0;0;0,86;0,94;0;0,96;8;38;3,47;14,28;1,09;2,37;0,37;20,65;0;3,67;0;-1,5;4,62;0,37;33;18,92;0,51;0,53;0,6;9,54;1,1;14,46
11741433;0;0;9,33;3,23;0;0;1,18;1,05;1,05;0;4,67;6;0;0;0;0;0,37;109,76;0;0;0;0;14,26;14,19;11,67;109,77;0;0;0;3,08;0,75;3,08
11742160;1;0;30;14,49;0;0;0,97;1,01;;0;15;23,33;5,11;6,01;0;5,11;0,37;85,36;0;0;0;0,12;87,48;82,37;48,33;85,36;1,53;0,07;0,2;9,54;0,55;14,46
11742896;1;0;13;;13;0;0,77;0,94;0,79;0;9,67;16;51,19;119,16;0;51,19;0,37;129,41;0;0;0;-1,1;55,69;3,77;30,33;129,41;15,32;0,33;0,47;9,54;1,13;9,54
11743808;1;0;1,33;6,54;15;0;0,75;1,27;0;0;1;0;0;0;0;0;0,37;0,27;3,13;0;0;0;0,54;0;4,33;0,27;0;0;0;3,41;0,87;6,54
11745048;1;0;21,67;18,42;8;0;0,83;1;0,17;0;16,33;46,33;5,18;1,44;0,06;5,12;;91;3,97;0;0;0;114,56;108,18;46,67;91;0,41;0,2;0,13;9,54;0,99;18,42
11745290;1;0;;14,04;3;0;1,42;0,78;1,89;0;8;38,67;2,42;3,29;0;2,42;0,37;32,81;0;0;-3,57;-4,53;39,07;36,64;36;32,81;1,14;0,13;0,27;4,32;0,76;4,32
11745363;1;12,5;;11,99;22;1;0,79;1;0,15;4,83;7;18,67;0,42;4,83;0,34;0,08;;14,29;0;2;0;0;4,71;4,17;9,67;13,68;1,7;0,07;0,13;6,95;1,52;11,87
11745448;1;0;4,33;10,91;0;0;1,85;1,28;0;0;3;11,67;0;7,27;0;0;0,37;22,87;3,1;0;0;4,65;0,16;0,16;6,33;22,87;4,93;0;0,13;7,76;0,5;10,87
11745509;0;0;22;16,68;8;0;1,05;0,84;;1,97;17,33;66,67;0;1,97;0;0;0,37;27;0;2;-4,91;-4,1;45,92;45,92;51,67;27;1,01;0;0,07;4,13;1,07;6,29
11745573;1;0;22;;4;0;0,91;1,01;;2,41;13;30,33;44,2;30,39;26,97;17,23;;32,58;3,97;2,67;0;0,36;50,69;3,72;30,67;;1,6;0,67;0,53;9,54;1,08;18,42
11745699;0;12,5;28;13,5;0;1;1,04;1;1,21;0;14,67;32;1,12;9,16;0;1,12;0,37;104,34;3,97;0;0;0;130,96;129,83;55,33;;0,94;0;0,13;9,54;0,81;13,5
11745958;1;0;19,67;18,42;0;0;1,22;1;0;0;5,67;21,33;0;0,19;0;0;0,37;0,37;3,97;0;0;0;0,62;0,26;2,33;0,37;0,19;0;0,07;9,54;1,07;18,42
11746325;1;0;30,33;16,25;0;0;0,99;1,01;0,8;1,68;27,67;58,33;12,62;14,1;3,58;9,04;0,37;115,9;0;3,67;0;0,14;39,07;23,48;96;112,98;0,5;0,33;0,33;9,92;0,1;14,71
11746702;1;0;;9,69;6;0;1,5;1,09;2,05;9,72;14;35;2,09;20,51;0,28;1,81;;100,32;3,97;1;1,09;1,25;81,39;79,29;48;99,74;4,32;0,13;0,2;4,32;1,04;8,29
11746738;1;0;1,67;8,26;0;0;0,6;1;0;0;1;0;0;0;0;0;0,37;0,28;0;0;0;0;0,56;0;2,33;0,28;0;0;0;8,26;0,95;8,26
11746859;1;0;4;16,19;0;0;1,5;0,3;3;0;3,33;37,33;0,17;0,68;0;0,17;0,37;13,52;0;0;-17,49;-17,07;0,21;0;1,33;0,82;0,34;0,07;0,13;4,32;0,72;4,32
11747003;1;0;10,67;18,42;0;0;1,22;1;;0;2;12,33;0;0;0;0;0,37;0;3,97;0;0;0;0,12;0,12;0;0;0;0;0;;1,05;18,42
11748676;1;0;1,67;7,2;0;0;0,6;1;0;0;3,33;18,33;0;0;0;0;0,37;0,18;0;0;0;0;0,21;0;2;0,18;0;0;0;7,2;1;7,2
11749034;1;0;28,33;10,15;0;0;0,95;0,95;0,34;0,3;16,67;54;1,74;4,23;0,21;1,54;0,37;86,1;0;0,33;0;-0,74;77,36;75,61;97,67;86,1;0,99;0,07;0,13;;0;9,54
11749060;1;0;26,33;;0;0;1,06;1;1,01;1,56;18;19;25,21;47,45;0;25,21;0,37;368,07;0;2;0;0,05;243,69;215,94;128,33;367,13;1,94;0,27;0,2;9,54;1;9,54
11750044;1;0;30;10,37;10;0;0,97;0,92;;1,08;20,33;30;29,07;27,73;0,01;29,06;0,37;113,7;0;1,67;-0,11;-1,19;108,64;62,86;119;;0,88;0,27;0,13;;1,22;9,54
11750360;1;0;30,33;9,69;0;0;0,99;1,02;0;0,19;3,67;19,67;0,23;6,48;0;0,23;0,37;6,39;0;0,33;0;0,34;1,53;1,14;8;6,66;0,59;0,03;0,47;9,67;1,5;9,67
11750398;1;0;18,33;9,19;12;0;1,2;1,51;;0,08;11,67;48;3,92;6,59;1;2,92;0,37;15,84;1,06;0,33;0;7,07;15,27;9,37;36;15,84;0,59;0,33;0,33;4,32;1,82;5,38
11750524;0;11,11;;9,89;1;1;1,28;1,14;1,77;0;8,33;18,67;0,93;1,11;0,18;0,75;0,37;26,28;0;0;-0,71;2,1;39,77;38,06;43,67;26,28;0,37;0,2;0;7,65;0,72;9,29
11751379;0;0;30,33;;0;0;0,99;1;1,33;23,03;17,33;24;94,13;379,12;11,73;82,4;0,37;604,89;3,97;12,33;0;-0,06;161,95;65,82;217,33;604,89;2,54;0,53;0,67;9,54;1,14;13,5
11751717;1;0;29;;0;0;1,03;1,03;1,44;0,76;29,67;55;5,53;8,64;0,59;4,94;;750,11;0;1,33;0;0,55;826,18;806,87;160;735,07;4,88;0;0;9,22;0,91;14,14
11752310;1;0;15,67;;0;0;1,85;0,83;2,09;4,14;10,33;44;1,01;5;1,01;0;0,37;35,06;0,78;6;-4,08;-3,54;14,22;11,12;85,33;39,76;0,41;0,13;0,13;6,82;0,81;10,32
11752368;1;20;28,67;;0;1;0,87;0,87;0,29;4,14;15;17,33;39,92;275,84;4,41;35,51;;283,83;0;7;0;-4,6;56,87;13,67;104,33;;3,4;0,6;0,8;;0,93;20,36
11754060;1;0;8;13,07;1;0;1,13;0,74;0;1,01;5,33;34,67;4,72;17,2;0,04;4,68;0,37;21,51;0;0,67;0;-5,01;5,31;0,59;5,67;18,33;4,64;0,2;0,6;9,54;0,63;9,54
11755209;1;0;2;9,54;5;0;1;1;0;0;3,67;23,33;0,09;0;0;0,09;0,37;0,02;0;0;0;0;0,5;0,38;0,33;0,02;0;0,07;0;9,54;0,98;9,54
11756534;1;0;5;8,43;0;0;0,2;0,99;0;0;3,33;10,33;0;0;0;0;0,37;1,93;1,06;0;0;-0,08;0,88;0,78;3,67;;0;0;0;;0,56;8,26
11756585;1;0;24;9,98;0;0;0,96;0,99;0,39;1,1;8,67;27;0,27;1,32;0;0,27;0,37;6,36;0;1;0;-0,09;4,46;3,66;11,33;6,36;0,67;0,07;0,2;;1,13;9,92
11758404;1;0;7,33;8,54;0;0;0,41;0,97;;0,28;5,33;21,33;0;1,45;0;0;;10,77;0;0,33;0;-0,43;2,96;0,74;8;3,86;0,29;0;0,27;8,26;0;8,26
11758770;0;0;9,33;12,35;0;0;1,39;1,46;;0;4,33;13,33;0;0,61;0;0;0,37;3,06;0;0;4,81;8,45;11,22;10,99;3;3,06;0,61;0;0,07;9,54;0,86;9,54
11759860;1;0;2,33;4,32;0;0;0,43;1;0;0;4,33;5,67;0,78;0;0,41;0,38;0,37;0;0;0;0;0;0,98;0,18;0;0;0;0,33;0;4,32;1;4,32
11761140;0;0;19,67;12,29;9;0;0,92;1,01;1,54;0;10,67;52;0;0,02;0;0;0,37;18,84;0;0;0;0,14;29,34;27,6;28,67;18,84;0,02;0;0;7,2;1,11;7,2
11761882;1;14,29;8;9,54;0;1;1,13;1;;0;8;9;0,65;0;0;0,65;0,37;0,26;0;0;0;0;40,15;38,98;1;0,26;0;0,07;0;;1;9,54
11763532;1;0;30,33;;2;0;0,99;1,05;1,06;0;21,33;60,67;29,79;19,17;1,4;28,39;0,37;773,77;0;0;0;0,93;829,77;797,71;164,33;773,77;1,3;0,13;0;9,54;1;9,54
11764444;1;0;28,67;9,54;0;0;0,98;1;0,76;0;14;12;3,8;6,64;0;3,8;0,37;89,62;0;0;0;0;89,89;82,29;103,33;;1,18;0,13;0,2;9,54;0,86;9,54
11764813;1;0;25,67;13,47;0;0;0,97;1,22;1,42;0;9;38;0,47;1,27;0,47;0;0,37;232,3;0;0;2,83;4,43;268,52;264,89;78,33;228,49;1,27;0,07;0,07;9,54;0;11,18
11764853;1;0;25;17,12;0;0;0,92;0,58;0,55;2,34;23,33;72;97,81;29,47;1,93;95,88;0,37;68,92;0;3,33;0;-10,73;210,32;110,77;61,67;68,92;1,33;0,33;0,27;;0,7;4,32
11765013;1;0;;28,85;19;0;0,41;0,81;0;0,16;12,33;39;4,49;0,73;0,22;4,28;0,37;7,94;1,06;0,33;0;-8,32;27,97;19,09;25;7,94;0,24;0,2;0,07;;0;17,34
11766625;1;7,69;30,33;12,13;7;1;0,99;0,95;0,67;0,21;15,33;38,33;0,08;0,57;0;0,08;0,37;267,1;3,08;0,33;0;-0,96;206,29;204,13;92,33;264,11;0,28;0;0;;1,14;11,34
11766738;0;0;30,33;67,26;4;0;0,99;0,85;0,63;51,14;69,33;165,33;798,98;433,73;74,02;724,96;0,37;546,46;0;28,33;-1,59;-15,41;1148,47;341,76;254;;2,09;0,8;0,67;9,54;0,99;9,54
11768331;1;0;30;13,94;0;0;0,97;1,31;1,2;2,77;33,67;209,67;96,75;41,31;27,72;69,03;0,37;334,1;0;5;8,58;6,45;223,08;107;463;333,89;0,75;0,47;0,07;9,54;1,11;9,54
11773244;1;0;;3,86;0;0;0,99;0,92;1,07;0;15,33;27,67;8,53;2,12;0,83;7,71;;836,23;0;0;0;0;549,37;473,18;177,67;836,23;1,42;0;0,13;3,08;0;3,08
11773442;1;0;21,33;41,43;0;0;1,31;1;;0;13,33;49,67;0,43;0,82;0;0,43;0,37;36,18;31,87;0;0;-0,08;41,2;39,61;48;36,18;0,54;0,07;0;9,54;0;41,4
11773468;1;0;14,33;;4;0;2,02;1,52;3;0;15,33;76,33;79,72;6,83;0,3;79,42;0,37;90,19;0;0;-0,47;11,14;172,28;68,63;149,67;89,23;0,09;0,4;0,07;6,1;1;6,1
11774216;1;20;11,33;9,98;0;1;0,26;0,96;0,05;12,52;12;46;53,27;12,52;52,29;0,97;0,37;26,45;0;9,33;0;-0,67;62,09;6,52;33,33;26,45;0,53;0,27;0,2;9,54;0,27;9,54
11774688;0;0;30,33;;0;0;0,99;0,94;0,84;18,48;19;45;1,15;19,97;0,07;1,08;0,37;2224,77;0;11,67;0,06;-0,9;516,51;512,63;200,33;;1,32;0,07;0,13;9,92;1,17;9,92
11775845;1;0;26;4,57;0;0;0,96;0,95;0,89;0;6;26,67;0,98;0;0;0,98;0,37;22,22;0;0;0;0;38,1;35,66;62,33;;0;0,07;0;4,32;0;4,32
11777786;1;0;30,33;26,81;23;0;0,99;1,09;0,91;36,7;41,33;105,33;105,12;118,44;32,56;72,57;0,37;231,19;0;50;0;3,69;299,4;170,28;314,67;211,19;0,88;0,4;0,67;;0;14,71
11779045;0;0;;10,35;21;0;1,71;1,56;1;21,86;10;30;68,59;70,32;52,12;16,47;0,37;160,39;0;9,67;-0,13;8,64;73,31;4,2;81,33;160,39;1,21;0,6;0,53;6,19;0,93;6,19
11779141;0;0;24,33;;0;0;0,9;0,95;0,61;13,72;9;23,33;11,47;17,21;0,85;10,62;;80,34;0;7,67;0;-0,87;61,91;49,79;100,33;78,92;2,17;0,13;0,27;8,28;0,88;8,28
11779735;1;0;30,33;32,6;5;0;0,99;1,14;1,23;3,04;46,67;119;85,49;35,99;3,27;82,22;;246,07;1,06;2;0;6,97;1107,33;1016,51;280,67;;1,19;0,13;0,2;8,26;0,91;9,32
11782700;1;0;12,67;7,2;0;0;0,47;1;;1,07;9,33;15;5,62;1,47;0;5,62;0,37;58,1;0;2,33;0;0;37,99;30,1;16,33;58,11;0,3;0,2;0,07;7,2;1;7,2
11782968;0;0;;13,17;0;0;0,99;0,73;0,61;1,13;17,67;29;4,18;41,9;1,52;2,66;0,37;174,12;0;2;-0,23;-5,27;140,72;130,87;84,67;174,12;5,4;0,07;0,2;9,54;0,64;9,54
11784215;1;11,11;24;15,46;0;1;1,25;0,94;0,37;0,28;20,67;213,67;5,58;7,95;0,98;4,6;;51,37;0;0,33;0;-1,44;268,06;94,32;30;50,56;1;0,2;0,2;8,26;0,62;8,26
11785569;1;0;5,67;4,32;0;0;1,41;1;;0;6,67;5,67;0;0;0;0;0,37;5,23;0;0;0;0;10,01;9,81;7;;0;0;0;4,32;1;4,32
11786031;1;0;;17,29;30;0;0,59;0,79;0,06;4,72;16,67;36,67;20,87;14,33;17,76;3,11;0,37;171,57;0;5;0;-5,47;410,71;388,72;87,67;;1,05;0,2;0,2;14,02;0;18,81
11786460;1;0;20,67;12,19;0;0;0,48;0,94;0;0;7;29,67;7,22;3,27;0;7,22;;11,92;0;0;0,22;-1,08;19,28;7,94;7,33;11,92;0,56;0,2;0,27;7,2;1,03;7,2
11787142;1;0;23;12,65;0;0;1,26;1,25;3;0,11;3,33;17,67;0,7;0,24;0;0,7;0,37;70,66;0;0,33;0,03;4,83;48,03;47,24;16;140,93;0,08;0,07;0,1;10,92;0,96;10,92
11788353;1;0;29,33;27,48;0;0;0,99;0,72;0,78;44,61;27,67;65,67;95,36;134,55;44,17;51,18;0,33;257,77;8,72;16,67;0;-11,46;227,96;132,29;109,33;253,94;2,17;0,4;0,4;9,54;2,26;18,26
11788473;0;0;25;10,6;0;0;0,88;1;0,83;0;10,67;23;353,32;8,17;0;353,32;0,33;79,47;1,06;0;0;0;355,52;0,18;26;79,47;1,32;0,87;0,27;9,54;0,99;10,6
11789368;1;0;;9,54;0;0;1,01;1;1,03;0;17;41,33;16,29;12,63;0;16,29;0,33;232,32;0;0;0;0;80,12;57,77;155,67;232,32;0,61;0,33;0,2;;1,64;9,54
11789691;0;0;30,33;;4;0;0,99;1,28;1,03;0;27;123;2,11;3,42;0,19;1,92;0,33;146,09;0;0;4,79;4,82;79,56;74,82;101,67;;0,66;0,07;0,13;;1,29;11,52
11792697;0;0;30,33;11,39;0;0;0,99;1,13;1,01;5,53;77,67;39,67;57,08;53,16;2,96;54,12;0,33;1029,2;0;9,67;0;2,29;1000,26;918,16;560;1029,2;1,33;0,07;0,13;9,54;0,81;9,54
11793467;1;0;9;7,4;20;0;0,67;0,66;0,03;0;10;77,67;0;0;0;0;0,33;1,84;0;0;0;-3,75;44,04;42,33;6,33;1,84;0;0;0;2,35;1,02;2,35
11794146;1;0;24,33;10,53;30;0;0,78;0,57;0,02;4,68;11,33;57,67;6,84;12,42;6,39;0,45;0,33;103,35;0;2,67;0;-6,74;84,05;52,37;73,67;;1,62;0,27;0,13;8,16;0;8,16
11796215;0;0;25,67;8,64;16;0;1,05;1,08;0,91;34,92;15,67;37,33;56,02;35,23;55,86;0,16;;112,42;0;8;-0,02;1,05;296,01;238,23;47;112,42;3,29;0,27;0,2;8,59;0,86;8,59
11796589;1;0;18,33;10,87;0;0;0,93;1,06;0,58;11,59;16,67;29,33;15,42;16,25;7,27;8,15;0,33;182,1;0;2,33;1,82;0,98;113,11;94,03;58,67;179,02;3,74;0,2;0,13;4,32;1,15;4,32
11796754;1;0;19,33;;0;0;0,72;0,6;0,19;6,99;14,33;37,67;50,54;28,49;48,05;2,49;;114,52;0;2,67;-6,29;-9,9;62,58;11,63;57,33;;1,56;0,2;0,2;;0,41;7,2
11797093;0;10;30,33;12,74;0;1;0,99;1,07;0,97;58,65;22,33;27;8,45;61,43;7,31;1,14;0,33;190,87;3,08;53,33;0;1,29;121,82;113,37;332,67;190,87;1,03;0,07;0,27;8,26;1,25;11,34
11797139;1;0;29,67;10,96;0;0;1,01;1,05;0,98;63,84;17,67;29;84,76;79,24;66,56;18,2;0,33;175,3;1,06;29;0;0,78;148,7;62,5;104,67;175,29;2,25;0,53;0,53;9,54;0,19;10,6
11798703;0;0;28,67;8,26;0;0;1,01;1;0;0;4,33;23,67;0;0;0;0;0,33;4,46;0;0;0;0;1,77;1,61;5,33;4,46;0;0;0;8,26;0,91;8,26
11800989;0;0;30;22,54;3;0;1;0,97;0,93;23,75;41;84,33;29,43;144,05;17,17;12,26;0,33;189,98;0;32;0,05;-0,97;106,34;65,79;148,67;189,98;2,48;0,27;0,47;21,6;1,74;21,6
11802526;1;0;;18,32;8;0;1,01;0,92;1,3;0,97;49,67;175,33;50,01;7,6;9,38;40,63;0,33;285,85;0;0,33;0;-2,16;491,53;440,17;199,67;;1,31;0,07;0;6,56;0,71;6,56
11802675;1;0;30;19,46;6;0;1;1;1,12;0;27;195;3,22;22,21;0;3,22;0,33;274,09;0;0;0;-0,11;99,89;93,73;207,67;274,06;1,16;0;0,13;9,54;1,67;9,54
11803047;1;0;27,33;11,31;0;0;0,77;0,84;0,11;0;7,67;34;119,29;2,57;0;119,29;0,33;78,05;0;0;-0,12;-2,66;187,14;64,6;73,33;78,05;1,17;0,33;0,2;9,54;0;9,54
11803963;0;0;;11,24;3;0;0,99;1,3;1,41;16,71;130,67;171,67;58,14;26,94;10,74;47,4;0,33;77,72;0;9,67;0;5,13;201,4;97,98;145;77,39;1,27;0,2;0,47;9,54;1,23;9,54
11804453;0;0;28;4,32;0;0;1,04;1;2,02;0;6,33;9,67;0;0;0;0;0,33;10,26;0;0;0;0;9,26;8,62;14,67;10,26;0;0;0;;1;4,32
11807035;1;0;30,33;;0;0;0,99;0,96;2,84;0,34;12;25;23,78;40,38;4,73;19,04;0,33;65,05;0;0,67;0;-0,96;30,79;5,08;25;46,18;2,09;0,53;0,6;9,75;1;14,55
11808610;1;0;27,33;12,74;1;0;0,99;1;1,62;0;13;39;0;0,17;0;0;0,33;8,15;4,48;0;0;0;15,78;13,52;37;8,15;0,17;0;0,07;8,26;0,34;12,74
11810485;1;0;28,33;11,09;14;0;0,99;0,77;1,11;0,56;13,33;31,67;27,24;1,51;0,76;26,48;0,33;69,45;0;1;0;-3,9;91,62;55,64;67,67;69,46;0,42;0,4;0,13;8,26;1,18;8,26
11811458;0;0;27;9,93;0;0;1,11;0,97;1,88;0;18;52;12,3;8,66;0;12,3;;167,93;0;0;0;-0,48;276,49;262,27;64,67;167,93;1,97;0,13;0;9,54;1,49;9,54
11812450;0;0;;7,2;0;0;0,92;1;0;22,17;6,33;23;49,97;25,51;3,4;46,57;;25,77;0;7;0;0;50,58;0,13;9,33;25,77;2,36;0,33;0,2;7,2;0,79;7,2
11812599;0;0;4,67;7,28;9;0;1,29;1,01;2,1;0;4,67;41;5,71;7,37;0;5,71;0,33;14,82;0;0;0;0,06;6,27;0;10,67;14,82;3,95;0,2;0,2;7,2;0,88;7,2
11895820;1;0;28;13,23;6;0;1;0,81;0,83;21,61;17;47,33;11,21;23,68;7,22;3,99;0,33;177,7;0;17,33;-4,35;-3,78;85;71,33;86,33;172,31;1,24;0,27;0,2;6,56;1,09;6,56
11895964;1;0;30;13,57;0;0;1;1,31;1,45;1,44;16,67;43;13,06;9,82;0,72;12,34;0,33;84,55;0;3;-0,65;6,32;42,3;27,84;171;84,55;0,48;0,4;0,2;9,54;1,05;9,54
11896393;1;0;6,33;15,99;0;0;0,16;1;0;0;6,33;87,67;0;2,88;0;0;0,33;4,84;0;0;0;-0,1;0,31;0,31;6,33;4,84;0,27;0;0,2;9,92;1,01;9,92
11897370;1;0;29,67;;0;0;0,98;0,96;1;0;15,33;48,33;17,3;20,18;0;17,3;;60,88;0;0;-0,7;-0,79;45,79;28,11;91,67;;0,64;0,47;0,27;9,92;1,17;13,91
11897644;1;0;15;3,5;30;0;0,13;0,41;0;0;5;26,33;0;0;0;0;0,33;151,98;0;0;0;0;109,93;109,93;35,33;151,98;0;0;0;;0;3,36
11898158;1;0;3,67;8,26;0;0;1,09;1;0;0;5,67;21,67;0;1,37;0;0;0,33;1,42;1,06;0;0;0;6,83;6,73;1,67;1,42;0,46;0;0,13;7,2;0,81;8,26
11898618;1;0;25,67;;0;0;1,05;1;1,24;0,11;7,67;16,33;0,29;0,89;0;0,29;0,33;8,18;0;0,33;0;0,04;10,29;10;16,33;;0,3;0,07;0,13;8,26;0,67;8,26
11900774;1;0;24,33;3,69;0;0;0,95;0,94;;0;12,33;43,67;2,54;0,27;2,33;0,21;0,33;23,85;0;0;0;0;33,78;30,19;35;22,78;0,27;0,2;0,07;;0,86;3,08
11901098;0;0;1,67;7,2;0;0;0,6;1;0;0;0,33;0,67;0;0;0;0;0,33;0;0;0;0;0;0;0;0;0;0;0;0;7,2;0,75;7,2
11901976;1;12,5;29,33;17,1;2;1;1,02;0,99;0,3;14,62;23,67;110,33;37,93;46,42;10,09;27,84;0,33;138,38;0;15;-7,09;-0,33;196,33;147,74;166;185,32;1,04;0,17;0,27;8,22;0,82;12,36
11904017;0;0;11,67;13,44;19;0;0,77;0,97;0,09;0;13;73,33;0,22;2,47;0;0,22;0,33;11,8;0;0;0,44;-0,54;13,43;9,78;20;9,84;0,35;0;0,07;4,08;0,68;4,08
11904039;1;0;19,67;;0;0;0,81;0,61;1,38;0;14;41,67;1,26;0;1,26;0;0,33;11,01;0;0;0;-4,17;105,41;102,51;19;8,71;0;0,07;0;4,32;0;4,32
11905536;1;0;30,33;16,67;0;0;0,99;0,86;0,88;30,39;18,33;47;89,82;38,76;87,13;2,68;0,33;150,32;0;31;0;-3,57;169,21;59,57;158;150,32;1,11;0,53;0,4;8,26;1,67;8,26
11908127;1;0;20,67;9,55;8;0;0,92;1;0,85;0;14,67;38;0,46;2,54;0;0,46;;228,7;0;0;0;-0,02;135,41;131,72;72,33;228,7;0,94;0;0;9,54;1,09;9,54
11912731;0;0;7;4,32;6;0;0,57;1;0,22;0;2,67;5,33;0;0;0;0;0,33;8,99;0;0;0;0;18,51;18,51;6,67;8,99;0;0;0;;0,98;4,32
11914448;1;0;27,33;;8;0;0,91;1,33;0,77;5,65;11,67;91;6,88;5,65;6,88;0;;41,39;0;11,67;0;16,07;29,42;21,82;97;41,39;0,33;0,4;0,27;9,54;1,54;9,54
11920619;1;0;30,33;14,71;0;0;0,99;1;1,33;0,33;14;38,33;1,46;5,17;1,02;0,44;0,33;3554,38;0;0,67;0;0;1501,6;1499,94;270;3548,06;0,97;0,07;0,2;9,92;1,3;14,71
11921671;1;0;29,33;;0;0;1,02;1,13;1,34;27,37;95;13,33;204,09;102,16;69,92;134,17;0,33;207,02;6,28;17,67;1,51;3,34;402,07;186,46;133;207,02;2,13;0,6;0,4;9,54;1;15,81
11922877;1;0;25;7,62;0;0;0,8;1;0,38;1,09;14,33;41,33;0,17;1,19;0,1;0,07;0,33;104,28;1,06;1,67;0;0;121,87;121,12;46,67;;0,96;0;0;6,56;0,6;7,62
11922956;1;0;12,67;6,49;4;0;0,39;1,01;0,17;0;5,67;9,33;0,92;0,98;0,68;0,23;0,33;32,44;0;0;0;0,11;21,66;19,04;50;32,44;0,98;0,13;0,07;;0;6,49
